layer,rank,feature_idx,direction,low_entropy_mean,high_entropy_mean,low_entropy_freq,high_entropy_freq,effect_size,p_value
0,0,15718,low_entropy,1.4169002078931805,1.0539581167738639,0.9971526195899773,0.8912300683371298,-1.0988127607435911,3.817415078921513e-238
0,1,9915,high_entropy,0.8656510009784634,1.190848927630922,0.8804100227790432,0.9664009111617312,0.9817865354000918,1.1869873245375397e-236
0,2,16283,low_entropy,3.1765485142521,3.0652441649882287,1.0,1.0,-0.9085588387525879,1.7320503803068475e-143
0,3,32208,low_entropy,2.403506507838234,2.253496749593891,1.0,1.0,-0.8290400780972939,8.278126416672417e-112
0,4,16169,low_entropy,1.148915112493793,0.9871826399295911,0.9977220956719818,0.9521640091116174,-0.7433789456845903,5.249707297929248e-97
0,5,24970,low_entropy,3.777769241218958,3.450703541347269,1.0,1.0,-0.7262691997194776,3.3040258690798845e-93
0,6,26014,low_entropy,2.913728366137094,2.806425162151897,1.0,1.0,-0.7140446682045231,2.4474297816055074e-97
0,7,14505,low_entropy,4.311094109045346,4.034024050539881,1.0,1.0,-0.7084401262123319,8.920508022387753e-91
0,8,11196,low_entropy,3.2362086311967064,3.155886897600865,1.0,1.0,-0.687267641673056,5.298243636907173e-113
0,9,26376,low_entropy,1.9607602883308515,1.8935718088323814,1.0,1.0,-0.6644167726571216,8.689029299010491e-76
0,10,27393,low_entropy,1.0132518699201745,0.8423207741663505,0.9806378132118451,0.878132118451025,-0.6170010382357786,1.0880367250188313e-82
0,11,3685,low_entropy,1.2338743193546027,1.1436522515121517,0.9988610478359908,0.9988610478359908,-0.6053433412974212,5.231719376818302e-60
0,12,1449,low_entropy,2.849460836287783,2.6452047008859814,1.0,1.0,-0.5833388159598736,9.580511732020673e-64
0,13,4891,low_entropy,2.190296350008806,2.1110535923875275,1.0,0.9994305239179955,-0.5699780805588293,3.576119842778277e-58
0,14,12043,high_entropy,0.20462105849201967,0.5147687544312184,0.224373576309795,0.3735763097949886,0.5425309247624523,1.1710041791891175e-38
0,15,4883,low_entropy,1.857928182310287,1.8086533585143252,1.0,1.0,-0.5345906225076119,1.683587282856526e-56
0,16,25169,low_entropy,1.3206531608769996,1.25666679105889,1.0,1.0,-0.5198144910928679,1.7457050410601538e-41
0,17,7270,high_entropy,0.0018164462204131558,0.097437184125796,0.0017084282460136675,0.12414578587699317,0.514416630231595,3.2007498973508344e-50
0,18,31929,low_entropy,2.355941376748552,2.291129152975756,1.0,1.0,-0.5114218686898752,8.887891545016368e-61
0,19,29041,low_entropy,0.2578223275024962,0.07754078761999048,0.26879271070615035,0.08314350797266515,-0.5030518277602893,1.5069120294836548e-47
0,20,26044,low_entropy,4.233441927031124,4.127738519790232,1.0,1.0,-0.502046699847491,1.839136190283232e-56
0,21,30437,low_entropy,3.0636111174737675,2.951413483174352,1.0,1.0,-0.49556624313977604,1.0567347777572277e-36
0,22,24587,low_entropy,2.1099920855975096,2.029271423341473,1.0,1.0,-0.4896485099400364,3.026500081797493e-47
0,23,1770,high_entropy,1.886005745593942,1.9747859842413378,1.0,1.0,0.4889391818412922,4.335523568241531e-50
0,24,3275,high_entropy,0.29028344666903544,0.48956098439753193,0.35364464692482916,0.5711845102505695,0.48243636480811214,2.9808090269684474e-58
0,25,22774,low_entropy,0.9583000803794839,0.8233476044580442,0.9533029612756264,0.873006833712984,-0.47307524270261614,2.6300892021924315e-81
0,26,4096,high_entropy,1.0298285161172611,1.22529559445001,0.8701594533029613,0.9493166287015945,0.46397576159731646,1.3601869636731609e-48
0,27,29754,low_entropy,0.9566016519667075,0.7931295467672153,0.9253986332574032,0.8023917995444191,-0.46196943169223903,1.4342019697296393e-49
0,28,25400,low_entropy,2.9092284479010893,2.8453482798128844,1.0,0.9994305239179955,-0.4585003007159676,3.3383393711126504e-45
0,29,30286,low_entropy,5.243420635649175,5.09930362985183,1.0,1.0,-0.45484641016901756,1.4968632757084719e-36
0,30,24867,low_entropy,3.0390962716658727,2.9710733821288873,1.0,0.9994305239179955,-0.44872653433120757,3.053918291814814e-56
0,31,9387,high_entropy,0.018433415434898168,0.17220527049077672,0.017084282460136675,0.1264236902050114,0.4371876294203854,1.1928371085455146e-36
0,32,603,low_entropy,0.2649218498777963,0.11667993637586781,0.31605922551252846,0.13895216400911162,-0.4296900618383073,2.2182838444731963e-35
0,33,27142,low_entropy,0.5859078864030252,0.40724256203630793,0.6884965831435079,0.47095671981776766,-0.42899086152118165,1.5269647289054188e-24
0,34,6733,high_entropy,10.03457772215841,10.184096770840517,1.0,1.0,0.41271177136711495,5.985451804681233e-32
0,35,1812,low_entropy,1.325406468844631,1.2659349633648076,1.0,0.9982915717539863,-0.4124871394713593,4.2901414993281284e-32
0,36,7231,low_entropy,0.9090978096585067,0.7009795420126382,0.7932801822323462,0.6634396355353075,-0.4033570465439165,1.8086633938181153e-43
0,37,24521,low_entropy,4.259881266293059,4.201257888032527,1.0,1.0,-0.39910132054019126,5.55300617501753e-27
0,38,14326,high_entropy,0.0034066288645012233,0.07829389417361561,0.003986332574031891,0.0837129840546697,0.39403281629948633,7.261821440643452e-31
0,39,27323,high_entropy,0.45132943397230874,0.6251068912225867,0.5182232346241458,0.6560364464692483,0.38665002742873267,1.0706834815626993e-58
0,40,4671,high_entropy,0.05564928709917568,0.22196645868394804,0.05011389521640091,0.1548974943052392,0.38469378226988926,8.127113181801725e-26
0,41,22056,low_entropy,1.911209795836164,1.850312894053231,1.0,0.9994305239179955,-0.37899321548333975,7.835265365465112e-28
0,42,28286,low_entropy,2.3095257017498407,2.267332668320736,1.0,1.0,-0.3748515467676656,4.51786417980435e-38
0,43,8937,low_entropy,1.935345452881348,1.7127495412131377,0.9624145785876993,0.9339407744874715,-0.37442755785272275,1.9242479629404099e-32
0,44,24432,high_entropy,0.026376954786869824,0.14289811161900437,0.023917995444191344,0.12300683371298406,0.3726119800114075,1.0448134493996832e-29
0,45,20375,high_entropy,0.9582839770781424,1.0869943587818016,0.8900911161731208,0.9612756264236902,0.3709358997734748,1.1815147025322193e-29
0,46,10118,low_entropy,0.2120837179905733,0.09400457574864998,0.25341685649202733,0.11161731207289294,-0.3695592624104072,3.906400564559294e-27
0,47,32213,low_entropy,2.643705808220257,2.5790819387229535,1.0,1.0,-0.3566489547477221,2.708078853253276e-27
0,48,27307,low_entropy,0.13949088888043423,0.030855509204310544,0.11788154897494305,0.02847380410022779,-0.3502408239703956,1.5076976914138441e-24
0,49,26093,low_entropy,5.554508095178626,5.395849622192035,1.0,1.0,-0.3332437636903972,2.389100850203963e-24
0,50,15923,low_entropy,0.5570307956130195,0.42032156843938157,0.6662870159453302,0.49031890660592253,-0.33015198067628665,2.058931550983789e-10
0,51,22981,high_entropy,0.028190105474619767,0.09960992596958655,0.03302961275626424,0.10535307517084283,0.3042787716386638,8.994183771046334e-18
0,52,23000,low_entropy,0.8767963229998912,0.7780588836767679,0.9151480637813212,0.8291571753986332,-0.30409781420590426,4.373201293723126e-23
0,53,12686,low_entropy,0.25293623454071124,0.1442530873424643,0.29954441913439633,0.1674259681093394,-0.303957390400935,1.3978361624917357e-18
0,54,28193,high_entropy,0.036857761731180355,0.1069172467349059,0.043849658314350795,0.1224373576309795,0.2947556153504962,1.1065313053974546e-17
0,55,30220,low_entropy,0.06437295821234414,0.013803663041977242,0.07972665148063782,0.017084282460136675,-0.29460047477232365,5.327860717583292e-18
0,56,6956,low_entropy,1.5666827843916986,1.5476886909752066,1.0,1.0,-0.25439197075610076,3.1416148286379352e-18
0,57,14565,low_entropy,1.5851991704764834,1.5577062237371344,1.0,0.9994305239179955,-0.24662459583867183,3.552080772661889e-06
0,58,24890,low_entropy,0.05418584460142262,0.015621337199536978,0.0632118451025057,0.01879271070615034,-0.22937927527880456,2.5032759931173326e-11
0,59,11507,low_entropy,1.9878726175950165,1.9529514453269898,1.0,1.0,-0.2293029145961439,1.1856472855300984e-06
0,60,15215,low_entropy,1.1442797693481206,1.0885749279705974,0.9988610478359908,0.9629840546697038,-0.22572150892240456,2.228730710688061e-06
0,61,6419,low_entropy,0.08325934012957206,0.03670502061995939,0.1030751708428246,0.044988610478359906,-0.2204219793536723,7.769107883477305e-11
0,62,27050,low_entropy,0.04572652677468667,0.012499432085858391,0.055239179954441914,0.015375854214123007,-0.21929679517713085,1.3028491293406779e-10
0,63,28108,low_entropy,1.8006478959444172,1.7734117669165814,1.0,1.0,-0.21739339468914334,1.7477055725066507e-11
0,64,5233,high_entropy,0.031445399707433576,0.08491711505181697,0.029043280182232345,0.08656036446469248,0.21677616334938352,3.364475049988304e-13
0,65,29610,high_entropy,0.38876306565991836,0.4928212524614464,0.39009111617312076,0.49658314350797267,0.20733979442559605,1.9267096920609148e-08
0,66,29584,high_entropy,0.5327214949970094,0.6483160314024988,0.489749430523918,0.6053530751708428,0.2067423793137577,2.3958882562854044e-07
0,67,21068,high_entropy,0.024389917968617485,0.06176667268428281,0.03018223234624146,0.07403189066059225,0.203682346087899,3.5115629197053516e-09
0,68,588,low_entropy,0.038129891478933885,0.010682754948361859,0.043849658314350795,0.012528473804100227,-0.19112884619861645,2.0153693980314502e-08
0,69,24193,low_entropy,1.1833759714978702,1.1584497600929613,0.9982915717539863,1.0,-0.19069006532732885,1.066116992670085e-08
0,70,119,low_entropy,0.6484477788481463,0.540262517326242,0.5108200455580866,0.5324601366742597,-0.18232513163759884,2.61479741090537e-14
0,71,7986,low_entropy,1.808212556912307,1.7864105615230248,1.0,1.0,-0.17815463387093092,0.0030923329404139955
0,72,23029,high_entropy,2.8720303183264506,2.9178945149267452,1.0,1.0,0.17564402105948118,8.117319662673659e-19
0,73,24459,low_entropy,0.02466902265787668,0.0054871208439655345,0.03018223234624146,0.006264236902050114,-0.17312369892545587,1.2089880299236194e-07
0,74,32156,low_entropy,0.025084633999642045,0.0060834843572017,0.030751708428246014,0.007403189066059226,-0.17039423980436116,4.312205070709658e-07
0,75,10380,low_entropy,1.4574987693500954,1.437314920246194,1.0,1.0,-0.16876316194193008,4.214018448004649e-10
0,76,5774,low_entropy,0.08579080509433443,0.04935415309762629,0.10478359908883828,0.05922551252847381,-0.16134100240423094,1.153753192661575e-06
0,77,1955,low_entropy,0.17460852667926927,0.12386027280589171,0.20501138952164008,0.14521640091116172,-0.15664271167832955,4.9800414625838094e-06
0,78,12127,high_entropy,0.005851123863852377,0.021002424605071953,0.007403189066059226,0.02619589977220957,0.1477670009956129,1.4173665640437892e-05
0,79,17177,low_entropy,0.8337243313737773,0.7941048691104377,0.9157175398633257,0.878132118451025,-0.13742735769515194,4.528262788825037e-05
0,80,5904,low_entropy,3.2285181127811073,3.2078768581084076,1.0,1.0,-0.13529745789467268,0.0009081566860807349
0,81,8249,low_entropy,2.1852540005855516,2.165329174598963,1.0,1.0,-0.13474862972992044,0.00048102308914977493
0,82,26326,high_entropy,0.18181597972649377,0.2302053679026884,0.2164009111617312,0.27961275626423693,0.13441573513641789,0.0007108323843839187
0,83,4397,high_entropy,0.8244439228384804,0.8793728301356757,0.837129840546697,0.8069476082004556,0.13076347472881333,2.0536446433419404e-27
