layer,rank,feature_idx,direction,correct_mean_act,incorrect_mean_act,correct_freq,incorrect_freq,freq_diff,mean_diff,effect_size,p_value
0,0,8391,confidence,0.8628513538090078,0.6119762099519068,0.7854059609455293,0.6034322820037106,-0.1819736789418187,-0.25087514385710097,-0.4834697638694106,3.1679186877827252e-77
0,1,7308,confidence,0.9443126239609988,0.7642535107255203,0.9161356628982529,0.7755102040816326,-0.14062545881662025,-0.18005911323547852,-0.4575605955337005,3.188832599797096e-57
0,2,792,uncertainty,1.6238365518715987,2.020595779639007,0.9200411099691675,0.9475881261595547,0.02754701619038713,0.39675922776740813,0.44857562955296,5.267925168271487e-71
0,3,109,uncertainty,2.3107770974319983,2.823914021530045,0.9447070914696813,0.9670686456400742,0.022361554170392872,0.5131369240980468,0.434499471935724,6.415435007489299e-66
0,4,4455,uncertainty,1.3328992981092291,1.6035527631170454,0.9175745118191161,0.9420222634508348,0.02444775163171875,0.2706534650078163,0.4182573116964543,1.196077545896198e-53
0,5,15806,uncertainty,1.5350716559761965,1.7278549934638896,0.9714285714285714,0.9772727272727273,0.005844155844155874,0.19278333748769305,0.4086447339375648,2.850664059657086e-71
0,6,6179,confidence,1.8471321687178892,1.7602416739724784,1.0,1.0,0.0,-0.08689049474541077,-0.4063160530144698,3.860160719753819e-58
0,7,486,confidence,3.881717070621675,3.724960721158362,1.0,1.0,0.0,-0.15675634946331263,-0.39632512538779086,3.907925802455188e-53
0,8,407,uncertainty,1.339624219232326,1.4601848423480988,0.997327852004111,0.9976808905380334,0.000353038533922434,0.12056062311577276,0.3834911290781565,4.2957342500048486e-36
0,9,228,confidence,3.6751052316144217,3.230447325060673,0.9566289825282631,0.949443413729128,-0.0071855687991351225,-0.4446579065537488,-0.3179204686074927,1.0932442250436216e-48
0,10,28,confidence,1.1753792757610624,1.1476844867660296,1.0,1.0,0.0,-0.02769478899503275,-0.30904460231398967,2.6693083359927217e-40
0,11,125,uncertainty,46.85125113523509,46.94718642049021,1.0,1.0,0.0,0.0959352852551234,0.2991568507399857,1.4745736140669287e-36
