layer,rank,feature_idx,direction,low_entropy_mean,high_entropy_mean,low_entropy_freq,high_entropy_freq,effect_size,p_value
0,0,8502,high_entropy,1.619526095569541,3.017783042781717,0.7801822323462415,0.9396355353075171,1.208658470215461,2.693458917851126e-221
0,1,10944,low_entropy,5.084329601300876,3.8734169788404045,0.9982915717539863,0.9601366742596811,-0.9682199287834082,7.296430032273373e-165
0,2,1678,high_entropy,3.321288341270221,3.488725434403213,1.0,1.0,0.9256030125765847,1.5611545916066273e-152
0,3,10083,low_entropy,1.6095314930131603,1.047655841755704,0.9493166287015945,0.7255125284738041,-0.9161087276124439,1.0702234900570084e-151
0,4,12637,high_entropy,1.83835158912902,2.491331235151356,0.9498861047835991,0.9806378132118451,0.8753668746705997,1.1514202736913953e-119
0,5,10701,low_entropy,2.3477680552793254,1.9685805748155285,0.9988610478359908,0.994874715261959,-0.8235780511055804,1.0327985638077006e-94
0,6,12625,high_entropy,0.004268575094826944,0.27883196433747276,0.003986332574031891,0.2579726651480638,0.8123091793280864,9.855651474297911e-110
0,7,14617,low_entropy,4.978488478953855,4.390506897537475,1.0,1.0,-0.8079843347781468,6.71433839597688e-139
0,8,13889,high_entropy,14.861375104865072,14.910450343390533,1.0,1.0,0.6237817659847137,2.0906317183962415e-72
0,9,5317,low_entropy,1.2346944018757153,0.9900928532072515,0.9481776765375854,0.8285876993166287,-0.6090339597185522,1.027706963398728e-115
0,10,1805,low_entropy,8.410861184765375,7.999999830554449,1.0,1.0,-0.5698638824112627,3.766337268500919e-34
0,11,12183,high_entropy,1.2721531434591375,1.3422004079492869,0.9954441913439636,0.9994305239179955,0.5610749013379088,7.041611679216731e-72
0,12,5200,high_entropy,34.08008851548805,34.31510340488582,1.0,1.0,0.5529208493158212,2.6034912901104456e-80
0,13,4424,high_entropy,0.11749743709260076,0.4335331232509743,0.08826879271070615,0.26594533029612755,0.5286778693896591,2.866763195021254e-48
0,14,14096,high_entropy,3.739141282839764,3.8080605423260385,1.0,1.0,0.4774078602567078,8.091875466680608e-46
0,15,3033,low_entropy,0.23039732123290216,0.044718826821833375,0.17596810933940774,0.03530751708428246,-0.46786028346782604,5.5704530964646016e-42
0,16,10591,high_entropy,0.04269844999617488,0.19800072657220186,0.03929384965831435,0.17198177676537585,0.450961378012767,2.6510007196810165e-38
0,17,445,low_entropy,0.8085505541473423,0.5295029491661349,0.6116173120728929,0.38496583143507973,-0.40996179827721346,1.65583321244402e-27
0,18,1026,low_entropy,0.2636872755367827,0.10645180411110707,0.2386104783599089,0.09396355353075171,-0.38415905303298487,7.450530143378875e-29
0,19,1468,high_entropy,1.309679923676684,1.5031704261797165,0.8638952164009112,0.9607061503416856,0.37516795848484513,9.994127404751227e-24
0,20,11780,high_entropy,0.8587391197274106,1.1453555647224392,0.6304100227790432,0.719248291571754,0.3593894141566214,5.186602861344802e-20
0,21,15738,high_entropy,0.0038197313462954717,0.05456309967540663,0.003416856492027335,0.0489749430523918,0.28689696776283713,2.9040343113650645e-17
0,22,10662,high_entropy,0.20146482870627644,0.35446551353893413,0.16856492027334852,0.2636674259681093,0.28626645390131406,1.4763695798741736e-15
0,23,10444,low_entropy,1.3377731800893988,1.2781420773688645,0.9886104783599089,0.9817767653758542,-0.2749743988776966,1.042243782344127e-27
0,24,1107,low_entropy,2.5895277470825473,2.525639935343575,1.0,1.0,-0.26522094715759503,1.66728012151112e-23
0,25,15582,low_entropy,0.7369185797445866,0.4976736095337227,0.37471526195899774,0.25968109339407747,-0.2623936206568806,2.456409644687222e-15
0,26,9755,high_entropy,0.026838119589386335,0.09398706084231852,0.02334851936218679,0.07517084282460136,0.24306990487553082,1.0367370621686358e-12
0,27,14131,low_entropy,0.14105684474823416,0.05831326547679162,0.10535307517084283,0.04612756264236902,-0.23451232918301,1.6371210610521678e-11
