feature_idx,effect_size,p_value,group1_mean,group2_mean,group1_freq,group2_freq
15942,2.0256430740357816,3.0223968323113104e-299,10.29578978710542,15.837660117448694,0.9964973730297724,0.9991158267020336
2628,-2.011292231583778,9.640341464278379e-280,10.026088680639228,2.791025325326557,0.9719789842381786,0.3280282935455349
9104,-1.9164880798377306,1.2848512804772699e-272,9.892301056166525,2.873832431543622,0.9562171628721541,0.3421750663129973
3452,1.7981139474481733,4.236483077573091e-267,20.04954216373085,23.054156547094426,1.0,1.0
6907,1.7244136810887694,5.547976728507832e-264,24.052510202522523,30.4835664300556,1.0,1.0
8891,-1.6445524414547998,2.984726441592235e-279,14.668197508799146,6.992284360762511,0.9532983070636311,0.7913351016799293
8910,1.6277837105533275,2.6456134908218103e-250,7.566427846575646,10.735868024783889,0.9824868651488616,0.9938107869142352
2439,-1.4889688474326792,5.945894051674154e-205,7.457647907615613,2.1446276098937718,0.87215411558669,0.28116710875331563
2566,1.4227939182035727,6.04315385387532e-235,6.206019222005653,10.16663109739727,0.8476357267950964,0.9893899204244032
9242,-1.369007184802849,2.8365998666889573e-206,16.24598755588743,13.120344547335813,1.0,1.0
328,1.351872022207554,8.856823622735071e-219,7.467092707500914,12.521656989208056,0.822533566841798,0.9849690539345711
5245,1.3063480704292003,6.973334169633718e-195,6.045198268244577,13.59017785263736,0.6561587857559836,0.9045092838196287
15557,-1.3045577800066925,4.701027503670338e-163,3.825906953961962,0.5346876206806969,0.6129597197898424,0.09018567639257294
12833,-1.2733713853594673,2.0055004144656502e-174,11.833999325083628,8.911155411039802,0.9994162288382954,0.982316534040672
9588,-1.258096328555649,9.624064137653478e-164,6.279062492139007,1.7974216750403824,0.7618213660245184,0.2484526967285588
15819,-1.2444928309605439,3.419912085268964e-158,5.2026846955828825,0.9742144075354889,0.6608289550496206,0.129973474801061
7880,-1.1923780132965573,1.0606255252678346e-148,4.4894737381720775,0.8470879600282057,0.6217162872154116,0.129973474801061
16340,1.1848749547160435,8.932995663649264e-153,2.3253850252114745,5.924184688311779,0.36952714535901926,0.8461538461538461
9507,1.18440572775451,2.7620365938139556e-158,3.9738450300881407,8.520523590286889,0.5709281961471103,0.9018567639257294
14574,1.1824194740057854,1.7047441531652298e-169,1.7558940212697365,6.499257653082081,0.21424401634559254,0.7197170645446508
11387,-1.160384347920137,4.915512747178564e-144,3.8333333525404343,0.2763384781929374,0.5049620548744892,0.040671971706454466
8971,-1.1015657073328717,3.105549700826999e-214,7.878210527049263,4.704709252881118,0.9217746643315821,0.7206012378426172
1070,-1.0296120856756064,2.55422516093128e-125,25.75673290392981,20.328475936970598,1.0,0.995579133510168
1331,1.0217529558599756,1.256187092410906e-135,1.329493221454431,4.486655702852339,0.2031523642732049,0.6454465075154731
12440,1.000403528080621,3.8624602394424446e-122,27.00896856928178,39.66229355978186,0.9772329246935202,0.9885057471264368
5447,0.9912148696401052,5.507105159270487e-143,0.010011139906990688,1.8977401385151318,0.0017513134851138354,0.3359858532272325
5435,0.9814628388552071,9.252037610333549e-138,0.5166200695160322,4.072556679908624,0.0694687682428488,0.4677276746242264
13560,0.9762436150102369,3.638111054862965e-141,0.0,1.8351197103606611,0.0,0.3271441202475685
8174,0.9710293408095997,1.4130634591498996e-129,0.15609755992054314,3.4797839797987122,0.02626970227670753,0.35809018567639256
7601,-0.9706399732164827,3.8162919419438867e-118,4.7653789236332615,1.7655307489828553,0.6970227670753065,0.28735632183908044
114,0.9693470589302252,1.2421099760975883e-137,0.02578554136740556,1.908561013843189,0.004670169293636894,0.33244916003536695
12464,0.9272421040360763,5.550590512493544e-124,0.1704713060921281,2.0049013749990285,0.03210741389375365,0.3687002652519894
13579,-0.9236574760158849,4.202179705148581e-128,7.681064978163631,4.66316862848351,0.9165207238762405,0.6595932802829354
16025,0.9224369403996661,1.096465390534826e-120,1.1013276506013085,4.111563574624841,0.15119673088149446,0.5826702033598585
8459,0.9041773289765623,1.8375080196977904e-122,0.08965160717271047,1.975147175641317,0.014594279042615295,0.3253757736516357
11325,0.9030522638912342,6.684486203552109e-124,0.0,1.6228206602479376,0.0,0.29089301503094606
7405,-0.8965342660505858,8.511767648588741e-93,4.3069785135361585,1.5805187461441539,0.649737302977233,0.2440318302387268
14449,0.8934401519795532,1.137749631149639e-114,0.3183925793453468,2.593517320331064,0.05312317571511967,0.3863837312113174
4590,0.8932612221715548,1.1401826216244803e-117,0.1400539745591359,2.067628459104071,0.02568593111500292,0.33421750663129973
9779,0.8593731347640228,1.004784308069821e-97,2.668804145596978,5.6191127938996575,0.38704028021015763,0.7612732095490716
10986,-0.8146561720117425,6.226597308713164e-97,14.484978349321569,11.67645520261702,0.9964973730297724,0.9849690539345711
7985,-0.7882605221771695,6.757675545192093e-75,5.452596649397067,3.126973943937995,0.8266199649737302,0.4907161803713528
15890,-0.7824285889414109,1.8823646899678707e-76,3.5388295768786784,1.1441949630184156,0.5213076474022184,0.1794871794871795
12418,0.7738054427678487,5.963075601448519e-83,15.205636362965457,21.056160266582783,0.9042615294804437,0.9770114942528736
12075,0.7689186700800268,1.4682233574284816e-95,2.152612063457447,4.414002722496485,0.36544074722708697,0.6914235190097259
4733,0.7621896522941308,1.0325246008760905e-99,0.5518558942568769,2.8004268014673426,0.06771745475773497,0.40848806366047746
11423,0.7547538375800539,5.807136127163154e-94,0.0,1.3166003585599566,0.0,0.22546419098143236
2948,-0.7301967565343123,2.998231953800039e-66,1.9332682492088589,0.26441333021978486,0.30823117338003503,0.04155614500442087
254,-0.7295071973982385,2.7966855288735036e-64,1.8158525927889368,0.23914162992482477,0.29830706363105663,0.03978779840848806
16003,-0.7262049199158734,3.7434686349918544e-79,15.22036860967615,12.91991723226721,1.0,0.9885057471264368
