category,layer,feature_idx,effect_size,accuracy,acc_delta,mean_entropy,ent_delta
pure_uncertainty,0,8502,1.1445153131591472,0.6930636661444238,0.014242985329715463,0.5274866145619862,-0.0008623589270817522
pure_uncertainty,0,1678,0.8281470414254201,0.6934909557043156,0.05697194131889516,0.5279141091469133,-0.00043486434215467273
pure_uncertainty,0,12637,0.7614062112413794,0.6916393676114514,-0.12818686796752798,0.5277586679918697,-0.0005903054971982957
pure_uncertainty,0,12625,0.6983166450517782,0.6927788064378294,-0.014242985329726565,0.5283292404417771,-1.9733047290859673e-05
pure_uncertainty,0,13889,0.6122291812850165,0.6896453496652899,-0.3275886625836777,0.5382136885927339,0.009864715103665933
pure_uncertainty,1,13547,1.1154006891942139,0.6917817974647487,-0.11394388263780142,0.5274052608119776,-0.0009437126770903692
pure_uncertainty,1,15798,0.7078394104097514,0.6924939467312349,-0.042728955989179696,0.5282471975009746,-0.00010177598809335553
pure_uncertainty,1,13889,0.6840073870482976,0.6098846318188292,-8.303660447229744,1.1065948263750918,0.5782458528860238
pure_uncertainty,1,11522,0.6822030167325849,0.6914969377581541,-0.14242985329725455,0.5279497683185295,-0.0003992051705384858
pure_uncertainty,1,4831,0.6425409001633031,0.6923515168779376,-0.05697194131890626,0.5281295807331937,-0.000219392755874237
pure_uncertainty,2,9359,1.0885681068496587,0.6922090870246403,-0.07121492664863283,0.5281204379305218,-0.00022853555854618346
pure_uncertainty,2,15246,0.8622881333964431,0.6058965959265062,-8.702464036462043,1.0066896900030566,0.4783407165139887
pure_uncertainty,2,5875,0.6520016233672863,0.6927788064378294,-0.014242985329726565,0.5282099830572781,-0.00013899043178988713
pure_uncertainty,2,2811,0.5492073487369066,0.6927788064378294,-0.014242985329726565,0.5278625586761144,-0.0004864148129535284
pure_uncertainty,2,1697,0.4829027175125155,0.6927788064378294,-0.014242985329726565,0.5283766603620368,2.7686872968835097e-05
pure_uncertainty,3,15050,1.1358080134070345,0.6830935764136163,-0.9827659877510331,0.6008963589331013,0.07254738544403339
pure_uncertainty,3,1459,0.6206616792860374,0.6932060959977211,0.028485970659442028,0.5283048291343325,-4.4144354735431435e-05
pure_uncertainty,3,12754,0.5574856878806514,0.6910696481982623,-0.18515880928643424,0.52831256120616,-3.64122829079605e-05
pure_uncertainty,3,6369,0.4713917364391832,0.6929212362911267,0.0,0.5283506950820241,1.721592956194229e-06
pure_uncertainty,3,13276,0.4397153604315901,0.6927788064378294,-0.014242985329726565,0.5282527493297816,-9.622415928633998e-05
pure_uncertainty,4,15205,0.7075561475187815,0.6929212362911267,0.0,0.5282989404114395,-5.0033077628408584e-05
pure_uncertainty,4,2153,0.7049767633681059,0.6930636661444238,0.014242985329715463,0.5281518986183764,-0.00019707487069153817
pure_uncertainty,4,15929,0.6375829492284122,0.6926363765845321,-0.02848597065945313,0.5282656235472709,-8.334994179703958e-05
pure_uncertainty,4,7625,0.615341339056456,0.6910696481982623,-0.18515880928643424,0.5329837162394636,0.0046347427503956595
pure_uncertainty,4,5691,0.5785378087617138,0.6937758154109102,0.08545791197834829,0.5283834778190417,3.4504329973761294e-05
pure_uncertainty,5,13945,1.0114027429076085,0.6903574989317761,-0.25637373593505597,0.5284964057572467,0.00014743226817870436
pure_uncertainty,5,13909,0.9732109462880728,0.6920666571713431,-0.08545791197835939,0.5282928360322833,-5.61374567846773e-05
pure_uncertainty,5,5874,0.909034534475697,0.6916393676114514,-0.12818686796752798,0.5276579106764595,-0.000691062812608445
pure_uncertainty,5,12091,0.8761767303365358,0.6899302093718843,-0.29910269192423566,0.5363977131698281,0.008048739680760142
pure_uncertainty,5,12503,0.8002458788641477,0.6919242273180458,-0.09970089730808596,0.5289820939891048,0.0006331205000368323
pure_uncertainty,6,11168,1.5119623267044628,0.6924939467312349,-0.042728955989179696,0.5281941171029191,-0.00015485638614887165
pure_uncertainty,6,550,1.096832698600088,0.6922090870246403,-0.07121492664863283,0.5284811562249474,0.00013218273587944918
pure_uncertainty,6,2669,1.0024726829493442,0.6919242273180458,-0.09970089730808596,0.5281955587767759,-0.00015341471229202153
pure_uncertainty,6,181,0.9209413803655565,0.6926363765845321,-0.02848597065945313,0.5287859446907698,0.0004369712017018301
pure_uncertainty,6,13140,0.9004441725843046,0.6916393676114514,-0.12818686796752798,0.5281625791403323,-0.0001863943487356856
pure_uncertainty,7,2697,1.5082000977413543,0.6930636661444238,0.014242985329715463,0.5280368564743817,-0.00031211701468625286
pure_uncertainty,7,2180,1.4442415148499461,0.684660304799886,-0.8260931491240631,0.5997021888233325,0.07135321533426453
pure_uncertainty,7,3771,1.2067303821027304,0.6912120780515596,-0.17091582395670768,0.5302290297106612,0.0018800562215932626
pure_uncertainty,7,9094,1.1735767261038,0.6933485258510184,0.04272895598916859,0.5282630911303116,-8.588235875639505e-05
pure_uncertainty,7,12362,1.0302075995663367,0.6930636661444238,0.014242985329715463,0.5277534428136127,-0.0005955306754552581
pure_uncertainty,8,6086,1.6127091724604359,0.6917817974647487,-0.11394388263780142,0.5278532093739258,-0.0004957641151421832
pure_uncertainty,8,1226,1.4925281361382758,0.6887907705455063,-0.4130465745620371,0.5948399091159945,0.06649093562692654
pure_uncertainty,8,8896,1.3979966909928827,0.6924939467312349,-0.042728955989179696,0.5316025699829965,0.0032535964939285344
pure_uncertainty,8,9496,1.304044108351131,0.6912120780515596,-0.17091582395670768,0.5333914862621505,0.005042512773082541
pure_uncertainty,8,10457,1.2174131658917589,0.6926363765845321,-0.02848597065945313,0.5278849813092412,-0.00046399217982673324
pure_uncertainty,9,13430,1.6170762986826028,0.6917817974647487,-0.11394388263780142,0.5299867780276498,0.0016378045385818663
pure_uncertainty,9,13886,1.3976980136067878,0.6922090870246403,-0.07121492664863283,0.5282723798546368,-7.659363443113243e-05
pure_uncertainty,9,2130,1.3823194893187696,0.6934909557043156,0.05697194131889516,0.5280045964159196,-0.00034437707314838306
pure_uncertainty,9,13603,1.2126864221404023,0.6930636661444238,0.014242985329715463,0.5280126540273907,-0.0003363194616772258
pure_uncertainty,9,6386,1.0733164320952415,0.6912120780515596,-0.17091582395670768,0.5286651635373406,0.0003161900482726576
pure_uncertainty,10,3850,1.7978339823553138,0.6933485258510184,0.04272895598916859,0.5283345792605071,-1.4394228560865585e-05
pure_uncertainty,10,15869,1.647020229867479,0.6890756302521008,-0.38456060390258395,0.5873748100326497,0.05902583654358173
pure_uncertainty,10,6124,1.4178949378352466,0.6934909557043156,0.05697194131889516,0.5279758422687154,-0.00037313122035254054
pure_uncertainty,10,6841,1.3984955062367905,0.6896453496652899,-0.3275886625836777,0.5308678206786159,0.002518847189547979
pure_uncertainty,10,5958,1.3359431956566985,0.6926363765845321,-0.02848597065945313,0.5287760987096077,0.0004271252205397813
pure_uncertainty,11,9264,1.5881247909917657,0.6906423586383706,-0.22788776527560284,0.5730610876910811,0.04471211420201315
pure_uncertainty,11,7770,1.4799146833462922,0.6927788064378294,-0.014242985329726565,0.527859272053115,-0.0004897014359529495
pure_uncertainty,11,5059,1.4429650135836387,0.6914969377581541,-0.14242985329725455,0.5289037914910432,0.0005548180019752103
pure_uncertainty,11,15846,1.3143550941459095,0.6927788064378294,-0.014242985329726565,0.5280000516291822,-0.00034892185988577573
pure_uncertainty,11,13498,1.2442337067947837,0.6937758154109102,0.08545791197834829,0.5284332016055175,8.422811644959172e-05
pure_uncertainty,12,8587,1.5430553690289115,0.6930636661444238,0.014242985329715463,0.528055915637194,-0.00029305785187394573
pure_uncertainty,12,14620,1.51143157984104,0.6933485258510184,0.04272895598916859,0.5310327071278536,0.0026837336387856014
pure_uncertainty,12,7046,1.4557170448781356,0.6916393676114514,-0.12818686796752798,0.5671137864684952,0.03876481297942724
pure_uncertainty,12,7408,1.444814024156229,0.6927788064378294,-0.014242985329726565,0.5280991807079364,-0.00024979278113157477
pure_uncertainty,12,15648,1.3475395720414856,0.6902150690784788,-0.27061672126478253,0.527071128901457,-0.0012778445876109323
pure_uncertainty,13,11012,1.8240615946494694,0.6930636661444238,0.014242985329715463,0.5313326791225682,0.0029837056335002554
pure_uncertainty,13,9079,1.7956855384618229,0.6926363765845321,-0.02848597065945313,0.5283343331051424,-1.4640383925512701e-05
pure_uncertainty,13,1714,1.5338501694250444,0.6904999287850734,-0.2421307506053294,0.5812616123943507,0.05291263890528275
pure_uncertainty,13,11263,1.456573319412981,0.6926363765845321,-0.02848597065945313,0.527980474172337,-0.0003684993167309969
pure_uncertainty,13,14144,1.4166387699887821,0.6909272183449651,-0.1994017946161608,0.5290274729547355,0.0006784994656675591
pure_uncertainty,14,3275,1.824566465736307,0.6932060959977211,0.028485970659442028,0.5283668102586391,1.7836769571122346e-05
pure_uncertainty,14,15310,1.6237321042273736,0.6922090870246403,-0.07121492664863283,0.5269509124014968,-0.001398061087571123
pure_uncertainty,14,13190,1.5215647027072934,0.6914969377581541,-0.14242985329725455,0.5359652756515835,0.00761630216251552
pure_uncertainty,14,12581,1.455097009850946,0.6924939467312349,-0.042728955989179696,0.5280902242006564,-0.00025874928841151945
pure_uncertainty,14,9018,1.3504449858709522,0.6919242273180458,-0.09970089730808596,0.5276686741983966,-0.0006802992906713712
pure_uncertainty,15,180,1.837020874739082,0.6934909557043156,0.05697194131889516,0.528693894664329,0.00034492117526108146
pure_uncertainty,15,4528,1.8082631903304625,0.6923515168779376,-0.05697194131890626,0.5278703827927883,-0.000478590696279646
pure_uncertainty,15,15934,1.7279375494104927,0.6924939467312349,-0.042728955989179696,0.5300427700113464,0.0016937965222784124
pure_uncertainty,15,2552,1.61374225313597,0.6937758154109102,0.08545791197834829,0.5284670772439224,0.00011810375485443725
pure_uncertainty,15,12925,1.5929254780533812,0.6936333855576129,0.07121492664862172,0.5276498348941033,-0.0006991385949646212
pure_uncertainty,16,15922,1.7330437267053005,0.6929212362911267,0.0,0.5269086568254964,-0.0014403166635715836
pure_uncertainty,16,13640,1.6765798311332019,0.6912120780515596,-0.17091582395670768,0.5248076612863029,-0.003541312202765101
pure_uncertainty,16,15586,1.5174536013887032,0.6919242273180458,-0.09970089730808596,0.5366165285085395,0.008267555019471517
pure_uncertainty,16,11333,1.495042861232962,0.6893604899586954,-0.3560746332431308,0.5725746545355332,0.04422568104646529
pure_uncertainty,16,5450,1.3505110482069809,0.6926363765845321,-0.02848597065945313,0.5283913297410524,4.2356251984454474e-05
pure_uncertainty,17,4932,1.8884113901138562,0.6916393676114514,-0.12818686796752798,0.5383481675029568,0.009999194013888824
pure_uncertainty,17,6256,1.512603010289767,0.6892180601053981,-0.3703176185728574,0.568682561034646,0.04033358754557803
pure_uncertainty,17,15079,1.4463367040665092,0.6922090870246403,-0.07121492664863283,0.5235445176904365,-0.004804455798631424
pure_uncertainty,17,1116,1.3554667626749406,0.6922090870246403,-0.07121492664863283,0.5297690308084587,0.0014200573193907662
pure_uncertainty,17,15109,1.2883299589166737,0.6922090870246403,-0.07121492664863283,0.527785724666568,-0.0005632488224999177
pure_uncertainty,18,7193,1.8997608218225437,0.6926363765845321,-0.02848597065945313,0.5350329415832642,0.0066839680941962465
pure_uncertainty,18,10125,1.7167246230301592,0.6904999287850734,-0.2421307506053294,0.5266014627319872,-0.0017475107570807946
pure_uncertainty,18,11333,1.4964583156911635,0.6895029198119926,-0.34183164791340426,0.5681852578205921,0.0398362843315242
pure_uncertainty,18,7462,1.2716547419141886,0.6927788064378294,-0.014242985329726565,0.5266120128246978,-0.001736960664370124
pure_uncertainty,18,8778,1.212741783525694,0.6933485258510184,0.04272895598916859,0.5291243530628565,0.0007753795737885927
pure_uncertainty,19,12183,1.7203244574451177,0.6903574989317761,-0.25637373593505597,0.5260719261987347,-0.0022770472903332895
pure_uncertainty,19,13909,1.6149587856557153,0.6913545079048569,-0.15667283862698111,0.564358215739738,0.03600924225067004
pure_uncertainty,19,7597,1.5769903102436424,0.6937758154109102,0.08545791197834829,0.5271684442857928,-0.0011805292032751602
pure_uncertainty,19,1904,1.474109338203937,0.6924939467312349,-0.042728955989179696,0.5283222819864466,-2.6691502621356555e-05
pure_uncertainty,19,180,1.424388230520302,0.6927788064378294,-0.014242985329726565,0.5321328288037346,0.0037838553146666287
pure_uncertainty,20,15942,1.816561332719412,0.6926363765845321,-0.02848597065945313,0.5358523323506463,0.00750335886157838
pure_uncertainty,20,3452,1.5948719014188713,0.6910696481982623,-0.18515880928643424,0.5697963602121967,0.041447386723128754
pure_uncertainty,20,6907,1.5241942930450718,0.6890756302521008,-0.38456060390258395,0.5416673585332736,0.013318385044205683
pure_uncertainty,20,8910,1.4900126882597475,0.6913545079048569,-0.15667283862698111,0.5269738727892441,-0.001375100699823828
pure_uncertainty,20,5245,1.1745804911392619,0.6914969377581541,-0.14242985329725455,0.5273360112335443,-0.0010129622555236084
pure_uncertainty,21,10459,1.8464095803861984,0.6900726392251816,-0.2848597065945091,0.5269326242499918,-0.0014163492390761867
pure_uncertainty,21,13720,1.7795113777747105,0.6924939467312349,-0.042728955989179696,0.5293651682714917,0.0010161947824237627
pure_uncertainty,21,7739,1.6323063421791864,0.6936333855576129,0.07121492664862172,0.5197623590410766,-0.008586614447991359
pure_uncertainty,21,9916,1.6083372852443234,0.6933485258510184,0.04272895598916859,0.5252849860378653,-0.003063987451202621
pure_uncertainty,21,5219,1.5844520390466441,0.6900726392251816,-0.2848597065945091,0.5653841530312652,0.03703517954219726
pure_uncertainty,22,2329,1.737352888246764,0.6916393676114514,-0.12818686796752798,0.5297720429896895,0.0014230695006215432
pure_uncertainty,22,9827,1.6232589935040103,0.688648340692209,-0.42728955989176365,0.5662157050438525,0.037866731554784594
pure_uncertainty,22,2165,1.5401789478194494,0.6930636661444238,0.014242985329715463,0.5286052119179732,0.00025623842890520887
pure_uncertainty,22,15373,1.4641712908562414,0.6927788064378294,-0.014242985329726565,0.523199322301485,-0.0051496511875829265
pure_uncertainty,22,1018,1.4502476834093903,0.6906423586383706,-0.22788776527560284,0.5250593294687146,-0.003289644020353366
pure_uncertainty,23,9187,2.566128304382821,0.6916393676114514,-0.12818686796752798,0.4746090954477671,-0.05373987804130087
pure_uncertainty,23,389,1.9204315443389703,0.6903574989317761,-0.25637373593505597,0.5638433616322583,0.03549438814319039
pure_uncertainty,23,8870,1.6851228423319888,0.6930636661444238,0.014242985329715463,0.528262711560617,-8.626192845095915e-05
pure_uncertainty,23,10365,1.5726307581411294,0.6919242273180458,-0.09970089730808596,0.5309226400976996,0.002573666608631675
pure_uncertainty,23,5848,1.5597238705196834,0.6916393676114514,-0.12818686796752798,0.520230474182484,-0.008118499306583926
pure_uncertainty,24,2942,2.6544247112387533,0.6934909557043156,0.05697194131889516,0.5239747976766811,-0.00437417581238686
pure_uncertainty,24,15561,1.7333462383174185,0.6920666571713431,-0.08545791197835939,0.5280391349695689,-0.0003098385194990616
pure_uncertainty,24,8457,1.7121690542449886,0.6927788064378294,-0.014242985329726565,0.5337591198708594,0.005410146381791492
pure_uncertainty,24,6155,1.6479134214227522,0.6922090870246403,-0.07121492664863283,0.5255900507357719,-0.0027589227532960336
pure_uncertainty,24,8226,1.6107851955190815,0.6916393676114514,-0.12818686796752798,0.5285147023186706,0.00016572882960264046
pure_uncertainty,25,5100,2.3791113555148264,0.6936333855576129,0.07121492664862172,0.5218994700851535,-0.0064495034039144805
pure_uncertainty,25,9662,1.8023458654938644,0.6923515168779376,-0.05697194131890626,0.5301977787337618,0.0018488052446938852
pure_uncertainty,25,7625,1.6937523190072352,0.6926363765845321,-0.02848597065945313,0.5407516606612728,0.01240268717220483
pure_uncertainty,25,3362,1.658569246753172,0.6926363765845321,-0.02848597065945313,0.5282869226368916,-6.205085217636519e-05
pure_uncertainty,25,4008,1.5032214816145468,0.6932060959977211,0.028485970659442028,0.5276430856648877,-0.0007058878241802402
